,model_input,desired_product,model_output
8325,Predict the reaction that produces the following product: CN(C)C[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,CN(C)C[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,<smiles>C1CCOC1.CC(C)(C)OC(=O)N[C@H](COS(C)(=O)=O)CC1CCCCC1.CNC<smiles/>
8326,Predict the reaction that produces the following product: O=C(/C=C/c1ccc(Br)cc1)c1ccc(Br)cc1,O=C(/C=C/c1ccc(Br)cc1)c1ccc(Br)cc1,<smiles>CC(=O)c1ccc(Br)cc1.O=Cc1ccc(Br)cc1<smiles/>
8327,Predict the reaction that produces the following product: COc1ccc(-c2ccc3nc(C4=CCNCC4)cc(=O)n3c2)cc1F,COc1ccc(-c2ccc3nc(C4=CCNCC4)cc(=O)n3c2)cc1F,<smiles>COc1ccc(-c2ccc3nc(C4=CCN(C(=O)OC(C)(C)C)CC4)cc(=O)n3c2)cc1F.ClCCl.O=C(O)C(F)(F)F<smiles/>
8328,Predict the reaction that produces the following product: COC(=O)NCc1ccc(Br)cn1,COC(=O)NCc1ccc(Br)cn1,<smiles>COC(=O)Cl.ClCCl.NCc1ccc(Br)cn1.O.O=C([O-])[O-]~[K+]~[K+]<smiles/>
8329,Predict the reaction that produces the following product: CC(C)C[C@@H](C(=O)O)N(C)Cc1ccc(C(C)(C)C)cc1,CC(C)C[C@@H](C(=O)O)N(C)Cc1ccc(C(C)(C)C)cc1,<smiles>C1CCOC1.CC(C)C[C@H](N(C)Cc1ccc(C(C)(C)C)cc1)C(=O)O.CCN(CC)CC.CCOC(=O)Cl.O.[BH4-]~[Na+]<smiles/>
8330,Predict the reaction that produces the following product: N#Cc1ccc(CCCN)cc1F,N#Cc1ccc(CCCN)cc1F,<smiles>CCO.N#Cc1ccc(CCCN2C(=O)c3ccccc3C2=O)cc1F.NN~O<smiles/>
8331,Predict the reaction that produces the following product: CN(CC1CCCCC1)C(=O)c1ccc([N+](=O)[O-])cc1,CN(CC1CCCCC1)C(=O)c1ccc([N+](=O)[O-])cc1,<smiles>CCN(CC)CC.CNCC1CCCCC1.ClCCl.O=C(Cl)c1ccc([N+](=O)[O-])cc1<smiles/>
8332,Predict the reaction that produces the following product: CNC(=O)Cn1cc(C(=O)O)c2ccc(Cl)cc21,CNC(=O)Cn1cc(C(=O)O)c2ccc(Cl)cc21,<smiles>C1CCOC1.CNC(=O)Cn1cc(C(=O)OC)c2ccc(Cl)cc21.O.[Li]O<smiles/>
8333,Predict the reaction that produces the following product: CC[N+](CC)(CC)Cc1c(C(=O)OC)cn2ncnc(Cl)c12,CC[N+](CC)(CC)Cc1c(C(=O)OC)cn2ncnc(Cl)c12,<smiles>CCN(CC)CC.CC[N+](CC)(CC)Cc1c(C(=O)OC)cn2nc[nH]c(=O)c12.O=P(Cl)(Cl)Cl<smiles/>
8334,Predict the reaction that produces the following product: CC(C)(C)Sc1ccn2nccc2c1,CC(C)(C)Sc1ccn2nccc2c1,<smiles>CC(C)(C)S.CN(C)C=O.Clc1ccn2nccc2c1.O.[H-]~[Na+]<smiles/>
8335,Predict the reaction that produces the following product: CC([C@H](N)C(=O)Nc1cc(CC2(C(=O)OC(C)(C)C)CC2)ccc1F)C(F)(F)F,CC([C@H](N)C(=O)Nc1cc(CC2(C(=O)OC(C)(C)C)CC2)ccc1F)C(F)(F)F,<smiles>CC(C)(C)OC(=O)C1(Cc2ccc(F)c(N)c2)CC1.CC([C@H](NC(=O)OCc1ccccc1)C(=O)O)C(F)(F)F<smiles/>
8336,Predict the reaction that produces the following product: COc1cc(F)c(CO)cn1,COc1cc(F)c(CO)cn1,<smiles>C1CCOC1.COC(=O)c1cnc(OC)cc1F.[BH4-]~[Li+]<smiles/>
8337,Predict the reaction that produces the following product: ON=C1CC2CCC(CC2)S1,ON=C1CC2CCC(CC2)S1,<smiles>CCO.Cl~NO.O=C1CC2CCC(CC2)S1.c1ccncc1<smiles/>
8338,Predict the reaction that produces the following product: C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1C[C@@H](F)C2=O,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1C[C@@H](F)C2=O,<smiles>C1CCOC1.CC(C)(C)[O-]~[K+].C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1C[C@@H](F)C2=O<smiles/>
8339,Predict the reaction that produces the following product: CCCCCCCCCCCCn1c2ccccc2c2ccccc21,CCCCCCCCCCCCn1c2ccccc2c2ccccc21,<smiles>CCCCCCCCCCCCBr.CN(C)C=O.[H-]~[Na+].c1ccc2c(c1)[nH]c1ccccc12<smiles/>
8341,Predict the reaction that produces the following product: CCOC(=O)c1ccc(NC(=O)CCn2ccc3c2CCCC3=O)cc1,CCOC(=O)c1ccc(NC(=O)CCn2ccc3c2CCCC3=O)cc1,<smiles>CCOC(=O)c1ccc(N)cc1.O=C(O)CCn1ccc2c1CCCC2=O<smiles/>
8342,Predict the reaction that produces the following product: COc1ccc2c3c1O[C@H]1[C@@H](N(C)C(=O)/C=C/c4ccoc4)C=C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,COc1ccc2c3c1O[C@H]1[C@@H](N(C)C(=O)/C=C/c4ccoc4)C=C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,<smiles>COc1ccc2c3c1O[C@H]1[C@@H](N(C)C(=O)/C=C/c4ccoc4)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314.O=C(O)C(F)(F)F.O=C([O-])O~[Na+]<smiles/>
8343,Predict the reaction that produces the following product: CCc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3ccccc3)cn2n1,CCc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3ccccc3)cn2n1,<smiles>CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+].CCc1nc2nc(-c3ccc(C=O)cc3)c(-c3ccccc3)cn2n1.ClCCl.c1ccc(-c2n[nH]c(C3CCNCC3)n2)nc1<smiles/>
8344,Predict the reaction that produces the following product: CC1(C)[C@H]2CC[C@]1(C)C(NCCN[C@H]1C[C@@H]3CC[C@]1(C)C3(C)C)C2,CC1(C)[C@H]2CC[C@]1(C)C(NCCN[C@H]1C[C@@H]3CC[C@]1(C)C3(C)C)C2,<smiles>CC1(C)[C@H]2CC[C@]1(C)C(=O)C2.NCCN<smiles/>
8345,Predict the reaction that produces the following product: CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,<smiles>CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C.CC(C)(C)[Si](C)(C)Cl.CN(C)C=O.c1c[nH]cn1<smiles/>
8346,Predict the reaction that produces the following product: OCCCCCBr,OCCCCCBr,<smiles>Br.OCCCCCO<smiles/>
8347,Predict the reaction that produces the following product: CC(C)(Cn1c(CO)nc2c(N)nc3ccccc3c21)CS(C)(=O)=O,CC(C)(Cn1c(CO)nc2c(N)nc3ccccc3c21)CS(C)(=O)=O,<smiles>CC(C)(Cn1c(CO)nc2c(N)nc3ccccc3c21)CSC(C)(C)C(=O)O.CC(C)(Cn1c(CO)nc2c(N)nc3ccccc3c21)CS(C)(=O)=O<smiles/>
8348,Predict the reaction that produces the following product: COC(=O)c1ccc(OC[C@H](C)NC(=O)OC(C)(C)C)cn1,COC(=O)c1ccc(OC[C@H](C)NC(=O)OC(C)(C)C)cn1,<smiles>C1CCOC1.CC(C)OC(=O)/N=N/C(=O)OC(C)C.COC(=O)c1ccc(O)cn1.C[C@@H](CO)NC(=O)OC(C)(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1<smiles/>
8349,Predict the reaction that produces the following product: CCCN1N=C(c2ccc(Cl)cc2)CC1=S,CCCN1N=C(c2ccc(Cl)cc2)CC1=S,<smiles>CCCN1N=C(c2ccc(Cl)cc2)CC1=O.COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1.Cc1ccccc1<smiles/>
8350,Predict the reaction that produces the following product: Cc1cc(N)nc(-c2c(Cl)cc3c(N4CCN(C(=O)/C=C/CO)C[C@@H]4C)nc(OC[C@@H]4CCCN4C)nc3c2F)c1C,Cc1cc(N)nc(-c2c(Cl)cc3c(N4CCN(C(=O)/C=C/CO)C[C@@H]4C)nc(OC[C@@H]4CCCN4C)nc3c2F)c1C,<smiles>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.Cc1cc(N)nc(-c2c(Cl)cc3c(N4CCNC[C@@H]4C)nc(OC[C@@H]4CCCN4C)nc3c2F)c1C.O=C(O)/C=C/CO<smiles/>
8351,Predict the reaction that produces the following product: C=CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4ccccn4)s3)c(C)cc2OC)CC1,C=CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4ccccn4)s3)c(C)cc2OC)CC1,<smiles>C=CC(=O)Cl.COc1cc(C)c(Sc2cnc(Nc3ccccn3)s2)cc1C(=O)N1CCNCC1.ClCCl<smiles/>
8352,Predict the reaction that produces the following product: C=C1CCN(C(=O)OC(C)(C)C)CC1C,C=C1CCN(C(=O)OC(C)(C)C)CC1C,<smiles>C1CCOC1.CC(C)(C)OC(=O)N1CCC(=O)C(C)C1.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1~[Br-].O.[Li]CCCC<smiles/>
8353,Predict the reaction that produces the following product: CC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,CC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,<smiles>CC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C.ClCCl.O=C(O)C(F)(F)F<smiles/>
8354,Predict the reaction that produces the following product: CC1CC(C#N)(Nc2cccc(F)c2)CCN1Cc1ccccc1,CC1CC(C#N)(Nc2cccc(F)c2)CCN1Cc1ccccc1,<smiles>CC1CC(=O)CCN1Cc1ccccc1.C[Si](C)(C)C#N.Nc1cccc(F)c1<smiles/>
8355,Predict the reaction that produces the following product: Cc1ccc(-c2cc(F)c3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)nn1,Cc1ccc(-c2cc(F)c3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)nn1,<smiles>C1COCCO1.CC(=O)[O-]~[K+].Cc1ccc(Cl)nn1.Cl[Pd]Cl~[Fe+2]~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1~c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.NC1=N[C@@]2(CO1)c1cc(Br)ccc1Oc1c(F)cc(O)cc12.O.O=C([O-])[O-]~[K+]~[K+].OB(O)c1cccnc1F<smiles/>
8356,Predict the reaction that produces the following product: CC(=O)N1C(=O)OC(c2ccsc2)C1=O,CC(=O)N1C(=O)OC(c2ccsc2)C1=O,<smiles>CC(=O)OC(C)=O.O=C1NC(=O)C(c2ccsc2)O1<smiles/>
8357,Predict the reaction that produces the following product: O=C(N[C@@H]1CCC[C@H](O)C1)c1noc(-c2ccc(C(F)(F)F)c(F)c2)c1CNCCC1CC1,O=C(N[C@@H]1CCC[C@H](O)C1)c1noc(-c2ccc(C(F)(F)F)c(F)c2)c1CNCCC1CC1,<smiles>C1CCOC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+].NCCC1CC1.O=Cc1c(C(=O)N[C@@H]2CCC[C@H](O)C2)noc1-c1ccc(C(F)(F)F)c(F)c1<smiles/>
8358,Predict the reaction that produces the following product: CCC12CCC(=O)C=C1CCCc1cc3c(cnn3-c3ccc(F)cc3)cc12,CCC12CCC(=O)C=C1CCCc1cc3c(cnn3-c3ccc(F)cc3)cc12,<smiles>CCC12CCC(=O)C=C1CCCC1C2=CC[C@]2(C)C(=O)CC[C@@H]12.CCO.NNc1ccc(F)cc1.O=S(=O)(O)O<smiles/>
8359,Predict the reaction that produces the following product: CCOC(=O)c1onc(-c2ccc(C(F)(F)F)cc2)c1C,CCOC(=O)c1onc(-c2ccc(C(F)(F)F)cc2)c1C,<smiles>CCOC(=O)C(=O)C(C)C(=O)c1ccc(C(F)(F)F)cc1.Cl~NO<smiles/>
8360,Predict the reaction that produces the following product: Cc1cnc(N2CCC([C@@H]3C[C@@H]3CCOc3ccc(-c4nnc(C)o4)c(F)c3)CC2)nc1,Cc1cnc(N2CCC([C@@H]3C[C@@H]3CCOc3ccc(-c4nnc(C)o4)c(F)c3)CC2)nc1,<smiles>Cc1cnc(N2CCC([C@@H]3C[C@@H]3CCO)CC2)nc1.Cc1nnc(-c2ccc(O)cc2F)o1<smiles/>
8361,Predict the reaction that produces the following product: CC(=O)Nc1cc(C)c(C2(c3ccccc3)SCCS2)cc1C,CC(=O)Nc1cc(C)c(C2(c3ccccc3)SCCS2)cc1C,<smiles>CC(=O)Nc1cc(C)c(C(=O)c2ccccc2)cc1C.CCN(CC)CC.ClCCl.SCCS<smiles/>
8362,Predict the reaction that produces the following product: C1=Cn2c3c(c4cccc(c42)CN1)CCC3,C1=Cn2c3c(c4cccc(c42)CN1)CCC3,<smiles>C1=Cn2c3c(c4cccc(c42)CN1)CCC3~Cl.O.[Na+]~[OH-]<smiles/>
8363,Predict the reaction that produces the following product: CC1(O)CC(C)(C)C23CCC(C2)C(C)(C)C3C1O,CC1(O)CC(C)(C)C23CCC(C2)C(C)(C)C3C1O,<smiles>CC1(C)CC(C)(C)C23CCC(C2)C(C)(C)C3C1=O.CCOCC.CI.O.[Mg]<smiles/>
8364,Predict the reaction that produces the following product: CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4cn(S(=O)(=O)c5ccccc5)c5ccccc45)n3)C2)cc1,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4cn(S(=O)(=O)c5ccccc5)c5ccccc45)n3)C2)cc1,<smiles>C1CCOC1.CCN(C(C)C)C(C)C.CN(C)C=O.CNC.Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4cn(S(=O)(=O)c5ccccc5)c5ccccc45)n3)C2)cc1.O=C(Cl)/C=C/CBr<smiles/>
8365,Predict the reaction that produces the following product: CCNC(=O)CO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,CCNC(=O)CO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,<smiles>CCNC(=O)CO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CN(C)C(=O)OCC[Si](C)(C)C)CC2CCCCC2)C1.ClCCl.O=C(O)C(F)(F)F<smiles/>
8366,Predict the reaction that produces the following product: ClCCCN1CCCCC1,ClCCCN1CCCCC1,<smiles>C1CCNCC1.ClCCCBr<smiles/>
8367,Predict the reaction that produces the following product: CCOC(=O)C(CC)CCc1cc(-c2ccccc2)nc2ccccc12,CCOC(=O)C(CC)CCc1cc(-c2ccccc2)nc2ccccc12,<smiles>CCOC(=O)C(CC)CCc1cc(Cl)nc2ccccc12.COCCOC.O=C([O-])[O-]~[Na+]~[Na+].OB(O)c1ccccc1.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1<smiles/>
8368,Predict the reaction that produces the following product: COC(=O)Cn1c(C)c(Cc2ccc(=O)n(Cc3ccc(C(F)(F)F)cc3)n2)c2cc(F)ccc21,COC(=O)Cn1c(C)c(Cc2ccc(=O)n(Cc3ccc(C(F)(F)F)cc3)n2)c2cc(F)ccc21,<smiles>COC(=O)Cn1c(C)cc2cc(F)ccc21.O=C(O)C(F)(F)F.O=C([O-])[O-]~[K+]~[K+].O=Cc1ccc(=O)n(Cc2ccc(C(F)(F)F)cc2)n1<smiles/>
8369,Predict the reaction that produces the following product: COC(=O)[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)NC(=O)CCPC,COC(=O)[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)NC(=O)CCPC,<smiles>CCN(CC)CC.COC(=O)[C@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)NC(=O)C(C)C.ClCCl.O=C(Cl)CCPC(=O)Cl<smiles/>
8370,Predict the reaction that produces the following product: C=C[C@@H]1CC(=O)N2[C@@H]1CO[C@@H]2c1ccccc1,C=C[C@@H]1CC(=O)N2[C@@H]1CO[C@@H]2c1ccccc1,<smiles>C=C[C@@H]1CC(=O)N[C@@H]1CO.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O~[Na+].ClCCl.O=Cc1ccccc1<smiles/>
8371,Predict the reaction that produces the following product: C[C@]12CC[C@H]3[C@@H](C[C@H](O[N+](=O)[O-])C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,C[C@]12CC[C@H]3[C@@H](C[C@H](O[N+](=O)[O-])C4CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,<smiles>C[C@]12CC[C@H]3[C@@H](C[C@H](O[N+](=O)[O-])C4CCCC[C@@]43C)[C@@H]1CCC2=O.ClCCl.O=[Cr](=O)([O-])Cl~c1cc[nH+]cc1<smiles/>
8372,Predict the reaction that produces the following product: Fc1ccc(-c2cn(Cc3ccccc3)c3c2CNCC3)cc1Cl,Fc1ccc(-c2cn(Cc3ccccc3)c3c2CNCC3)cc1Cl,<smiles>CC(C)(C)OC(=O)N1CCC(=O)CC1.NCc1ccccc1.O=[N+]([O-])C=Cc1ccc(F)c(Cl)c1<smiles/>
8373,Predict the reaction that produces the following product: COc1ccc2c(c1Cl)C(=O)NC(O)C2(F)F,COc1ccc2c(c1Cl)C(=O)NC(O)C2(F)F,<smiles>CCO.COc1ccc2c(c1Cl)C(=O)N(C(C)=O)C(O)C2(F)F.Cl.O.[Na+]~[OH-]<smiles/>
8374,Predict the reaction that produces the following product: CSc1ccc(C(CC2CCOCC2)C(=O)CCC(=O)c2ccccn2)nc1,CSc1ccc(C(CC2CCOCC2)C(=O)CCC(=O)c2ccccn2)nc1,<smiles>C1CCOC1.C=CC(=O)C(CC1CCOCC1)c1ccc(SC)cn1.CCN(CC)CC.CCO.Cc1c(CCO)sc[n+]1Cc1ccccc1~[Cl-].O=Cc1ccccn1<smiles/>
8375,Predict the reaction that produces the following product: COc1nc(N)nc2c1ncn2C1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](F)[C@@]1(C)O,COc1nc(N)nc2c1ncn2C1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](F)[C@@]1(C)O,<smiles>CC(C)(C)CCOC(=O)[C@H](C)NP(=O)(Cl)Oc1cccc2ccccc12.COc1nc(N)nc2c1ncn2C1O[C@H](CO)[C@@H](F)[C@@]1(C)O<smiles/>
8376,Predict the reaction that produces the following product: CCOC(=O)[C@H]1CCCN(C(=O)C(C)(C)c2ccc(Cl)cc2)C1,CCOC(=O)[C@H]1CCCN(C(=O)C(C)(C)c2ccc(Cl)cc2)C1,<smiles>CC(C)(C(=O)O)c1ccc(Cl)cc1.CCN(C(C)C)C(C)C.CCOC(=O)[C@H]1CCCNC1.CN(C)C(On1nnc2cccnc21)=[N+](C)C~F[P-](F)(F)(F)(F)F.CN(C)C=O.O<smiles/>
8377,Predict the reaction that produces the following product: CC(C)(C)OC(=O)c1ccc(N)c(CN(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1,CC(C)(C)OC(=O)c1ccc(N)c(CN(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1,<smiles>CC(C)(C)OC(=O)c1ccc([N+](=O)[O-])c(CN(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1.CCO.[Pd]<smiles/>
8378,Predict the reaction that produces the following product: CC(CCOCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCOCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,<smiles>CC(=O)CCOCc1ccccc1.CO.NC(=O)c1cc(C(O)CN)ccc1O.[BH3-]C#N~[Na+]<smiles/>
8379,Predict the reaction that produces the following product: Cc1ccc(S(=O)(=O)c2cc(CN(C)C(=O)OC(C)(C)C)nn2-c2cccc(F)c2C)cn1,Cc1ccc(S(=O)(=O)c2cc(CN(C)C(=O)OC(C)(C)C)nn2-c2cccc(F)c2C)cn1,<smiles>C1CCOC1.Cc1c(F)cccc1-n1nc(CN(C)C(=O)OC(C)(C)C)cc1S(=O)(=O)Cl.Cc1ccc(S(=O)(=O)Cl)cn1.[H-]~[Na+]<smiles/>
8380,Predict the reaction that produces the following product: CSc1cccc(N(C)C(=N)Nc2cc(S)ccc2Cl)c1,CSc1cccc(N(C)C(=N)Nc2cc(S)ccc2Cl)c1,<smiles>CCO.CSc1cccc(N(C)C#N)c1.Cl.Nc1cc(S)ccc1Cl<smiles/>
8381,Predict the reaction that produces the following product: COc1c(C2(O)CCNCC2)cnc2c(-c3ccc(C#N)cc3)cccc12,COc1c(C2(O)CCNCC2)cnc2c(-c3ccc(C#N)cc3)cccc12,<smiles>COc1c(C2(O)CCN(C(=O)OC(C)(C)C)CC2)cnc2c(-c3ccc(C#N)cc3)cccc12.ClCCl.O=C(O)C(F)(F)F<smiles/>
8382,Predict the reaction that produces the following product: CC(=O)c1ccccc1-c1ccc(C(=O)N2Cc3ccc(C(=O)NCc4cccnc4)n3Cc3ccccc32)cc1,CC(=O)c1ccccc1-c1ccc(C(=O)N2Cc3ccc(C(=O)NCc4cccnc4)n3Cc3ccccc32)cc1,<smiles>CC(=O)c1ccccc1-c1ccc(C(=O)N2Cc3ccc(C(=O)C(Cl)(Cl)Cl)n3Cc3ccccc32)cc1.NCc1cccnc1<smiles/>
8383,Predict the reaction that produces the following product: C=C(C)CNc1nc(NCC)c2nc(NC[C@@H](C)O)nc(NCC)c2n1,C=C(C)CNc1nc(NCC)c2nc(NC[C@@H](C)O)nc(NCC)c2n1,<smiles>C=C(C)CNc1nc(NCC)c2nc(Cl)nc(NCC)c2n1.C[C@@H](O)CN<smiles/>
8384,Predict the reaction that produces the following product: CCOC(=O)Cn1c(C)c(Cc2ccccc2S(=O)(=O)Cl)c2cc(F)ccc21,CCOC(=O)Cn1c(C)c(Cc2ccccc2S(=O)(=O)Cl)c2cc(F)ccc21,<smiles>CCOC(=O)Cn1c(C)cc2cc(F)ccc21.O=S(=O)(Cl)c1ccccc1CBr<smiles/>
8385,Predict the reaction that produces the following product: Cc1cnn(Cc2ccc(Cc3nc(C)c(C(=O)O)s3)cc2)c1,Cc1cnn(Cc2ccc(Cc3nc(C)c(C(=O)O)s3)cc2)c1,<smiles>C1CCOC1.CCOC(=O)c1sc(Cc2ccc(Cn3cc(C)cn3)cc2)nc1C.CO.O.[Li]O<smiles/>
8386,Predict the reaction that produces the following product: Cc1c(O)cnc(O)c1C#N,Cc1c(O)cnc(O)c1C#N,<smiles>CC(=O)O.CCOC(=O)C(C)C(C)=O.N#CCC(N)=O.[Na]<smiles/>
8387,Predict the reaction that produces the following product: Cc1ccc(CN(C(=O)Cc2ccc(Cl)cc2)C2CCN(C3CCC3)CC2)cc1,Cc1ccc(CN(C(=O)Cc2ccc(Cl)cc2)C2CCN(C3CCC3)CC2)cc1,<smiles>Cc1ccc(CN(C(=O)Cc2ccc(Cl)cc2)C2CCNCC2)cc1.O=C1CCC1<smiles/>
8388,Predict the reaction that produces the following product: CN(C(=O)N(C)[C@@H]1CN(C(=O)c2cncnc2)C[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CN(C(=O)N(C)[C@@H]1CN(C(=O)c2cncnc2)C[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,<smiles>CN(C(=O)N(C)[C@@H]1CNC[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1~Cl.O=C(O)c1cncnc1<smiles/>
8390,Predict the reaction that produces the following product: C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2OC)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2OC)c1,<smiles>C=CC(=O)Nc1cccc(Oc2nc(Cl)ncc2OC)c1.CC(C)(C)O.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.Nc1ccc(N2CCN(C3CC3)CC2)cc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~O=C(/C=C/c1ccccc1)/C=C/c1ccccc1~[Pd]~[Pd].O=C([O-])[O-]~[K+]~[K+]<smiles/>
8391,Predict the reaction that produces the following product: COC1c2ccccc2C2CN(CCN)CC21,COC1c2ccccc2C2CN(CCN)CC21,<smiles>CO.COC1c2ccccc2C2CN(CC#N)CC21.[H][H].[Ni]<smiles/>
8392,Predict the reaction that produces the following product: Cc1cc(F)cc(-c2cnc3ccc(-c4cccc(C#N)c4O)cc3c2N2CC(C3COCCN3)C2)c1,Cc1cc(F)cc(-c2cnc3ccc(-c4cccc(C#N)c4O)cc3c2N2CC(C3COCCN3)C2)c1,<smiles>C1COCCO1.CC1(C)OB(c2cccc(C#N)c2O)OC1(C)C.Cc1cc(F)cc(-c2cnc3ccc(Br)cc3c2N2CC(C3COCCN3)C2)c1.O.O=C([O-])[O-]~[Na+]~[Na+].c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1<smiles/>
8394,Predict the reaction that produces the following product: COC(=O)[C@@H](N)Cc1ccc(OCc2ccc(C)cc2)cc1~Cl,COC(=O)[C@@H](N)Cc1ccc(OCc2ccc(C)cc2)cc1~Cl,<smiles>CO.Cc1ccc(COc2ccc(C[C@H](N)C(=O)O)cc2)cc1.Cl<smiles/>
